fecha,ticket,banca,referencia,monto,premio,estado,jugadas
02/01/2026 08:43 PM,LAN-119-000008222,LAN-0119,EUDDY (GF),$9.00,$0.00,Perdedor,21-11:Pale:$3.00|28-11:Pale:$2.00|28-21:Pale:$1.00|05-00:Pale:$2.00|50-00:Pale:$1.00
02/01/2026 08:23 PM,LAN-119-000008221,LAN-0119,EUDDY (GF),$9.00,$0.00,Perdedor,26-25:Pale:$1.00|26-21:Pale:$1.00|02-20:Pale:$3.00|02-20:Pale:$2.00|47-99:Pale:$1.00|74-99:Pale:$1.00
02/01/2026 01:51 PM,LAN-119-000008220,LAN-0119,EUDDY (GF),$21.00,$0.00,Perdedor,79-58:Pale:$3.00|97-58:Pale:$10.00|02-20:Pale:$3.00|08-80:Pale:$1.00|09-47:Pale:$1.00|01-10:Pale:$1.00|26-25:Pale:$1.00|26-21:Pale:$1.00
02/01/2026 01:17 PM,LAN-119-000008219,LAN-0119,EUDDY (GF),$8.00,$0.00,Perdedor,11-55:Pale:$2.00|28-55:Pale:$2.00|11-08:Pale:$2.00|11-80:Pale:$2.00
02/01/2026 12:54 PM,LAN-119-000008218,LAN-0119,EUDDY (GF),$10.00,$0.00,Perdedor,42-19:Pale:$2.00|18-42:Pale:$2.00|42-17:Pale:$2.00|16-42:Pale:$2.00|42-56:Pale:$2.00
02/01/2026 12:00 PM,LAN-119-000008217,LAN-0119,EUDDY (GF),$5.00,$0.00,Perdedor,96-47:Pale:$1.00|69-47:Pale:$1.00|94-11:Pale:$1.00|596:Cash3 Straight:$1.00|211:Cash3 Straight:$1.00
02/01/2026 10:40 PM,LAN-135-000018473,LAN-0135,MORENA D (GF),$0.70,$0.00,Perdedor,13-02:Pale:$0.50|31-02:Pale:$0.20
02/01/2026 10:22 PM,LAN-135-000018472,LAN-0135,MORENA D (GF),$1.00,$0.00,Perdedor,22:Directo:$1.00
02/01/2026 09:59 PM,LAN-135-000018470,LAN-0135,MORENA D (GF),$0.40,$0.00,Perdedor,66-13-47:Tripleta:$0.20|74-02-13:Tripleta:$0.20
02/01/2026 09:55 PM,LAN-135-000018469,LAN-0135,MORENA D (GF),$14.30,$0.00,Perdedor,27-66:Pale:$0.50|66-72:Pale:$0.50|66-87:Pale:$0.50|13-66:Pale:$1.00|31-66:Pale:$1.00|13-47:Pale:$0.50|31-47:Pale:$0.50|13-74:Pale:$0.50|31-74:Pale:$0.50|27-18:Pale:$0.50|27-81:Pale:$0.50|11-31:Pale:$0.50|11-13:Pale:$0.50|11-34:Pale:$0.50|11-43:Pale:$0.50|13-02:Pale:$0.20|13-20:Pale:$0.20|02-31:Pale:$0.20|20-31:Pale:$0.20|13:Directo:$3.00|31:Directo:$2.00
02/01/2026 09:34 PM,LAN-135-000018468,LAN-0135,MORENA D (GF),$1.00,$0.00,Perdedor,13-02:Pale:$1.00
02/01/2026 09:30 PM,LAN-135-000018467,LAN-0135,MORENA D (GF),$10.00,$0.00,Perdedor,13-66:Pale:$1.00|31-66:Pale:$1.00|11-31:Pale:$1.00|11-13:Pale:$1.00|11-34:Pale:$0.50|11-43:Pale:$0.50|13:Directo:$3.00|31:Directo:$2.00
02/01/2026 04:51 PM,LAN-135-000018466,LAN-0135,MORENA D (GF),$2.00,$0.00,Perdedor,13-02:Pale:$0.50|13-20:Pale:$0.50|02-31:Pale:$0.50|20-31:Pale:$0.50
02/01/2026 04:12 PM,LAN-135-000018465,LAN-0135,MORENA D (GF),$2.00,$0.00,Perdedor,07-17:Pale:$1.00|07-77:Pale:$1.00
02/01/2026 02:18 PM,LAN-135-000018464,LAN-0135,MORENA D (GF),$13.00,$0.00,Perdedor,69-82:Pale:$1.00|69-28:Pale:$1.00|66-87:Pale:$1.00|66-78:Pale:$1.00|12-66:Pale:$1.00|21-66:Pale:$1.00|96-07:Pale:$1.00|66-87:Pale:$1.00|66-78:Pale:$1.00|66:Directo:$4.00
02/01/2026 01:09 PM,LAN-135-000018463,LAN-0135,MORENA D (GF),$7.00,$0.00,Perdedor,21-13:Pale:$1.00|21:Directo:$1.00|12:Directo:$1.00|13:Directo:$4.00
02/01/2026 01:07 PM,LAN-135-000018462,LAN-0135,MORENA D (GF),$5.00,$0.00,Perdedor,18-44:Pale:$1.00|44-81:Pale:$1.00|44:Directo:$1.00|11:Directo:$2.00
02/01/2026 01:06 PM,LAN-135-000018461,LAN-0135,MORENA D (GF),$6.00,$0.00,Pendiente,18-44:Pale:$1.00|44-81:Pale:$1.00|44-78:Pale:$1.00|44-87:Pale:$1.00|44:Directo:$2.00
02/01/2026 01:04 PM,LAN-135-000018460,LAN-0135,MORENA D (GF),$19.00,$0.00,Perdedor,18-78:Pale:$1.00|18-87:Pale:$1.00|78-81:Pale:$1.00|81-87:Pale:$1.00|27-18:Pale:$1.00|27-78:Pale:$1.00|21-31:Pale:$1.00|11-13:Pale:$1.00|11-31:Pale:$1.00|11-34:Pale:$1.00|11-43:Pale:$1.00|44-78:Pale:$1.00|44-87:Pale:$1.00|13:Directo:$3.00|31:Directo:$3.00
02/01/2026 10:51 AM,LAN-135-000018458,LAN-0135,MORENA D (GF),$2.00,$0.00,Perdedor,31-54:Pale:$1.00|13-45:Pale:$1.00
02/01/2026 10:17 PM,LAN-182-000066134,LAN-0182,TONA (GF),$50.00,$0.00,Perdedor,24-31:Pale:$1.00|42-31:Pale:$1.00|42-13:Pale:$1.00|26-16:Pale:$1.00|26-13:Pale:$1.00|00-01-10:Tripleta:$1.00|00-01:Pale:$1.00|00-10:Pale:$1.00|01-10:Pale:$1.00|24-42:Pale:$1.00|02-20:Pale:$1.00|16-61:Pale:$1.00|15-51:Pale:$1.00|26-62:Pale:$1.00|52-25:Pale:$1.00|13-31:Pale:$2.00|13:Directo:$20.00|31:Directo:$2.00|24:Directo:$3.00|42:Directo:$1.00|24-12:Pale:$1.00|16-24-12:Tripleta:$1.00|25-03:Pale:$1.00|25-08:Pale:$1.00|26-03:Pale:$1.00|15-08:Pale:$1.00|25-02:Pale:$1.00
02/01/2026 08:26 PM,LAN-182-000066133,LAN-0182,TONA (GF),$9.00,$0.00,Perdedor,13:Directo:$5.00|31:Directo:$3.00|26-13:Pale:$1.00
02/01/2026 08:26 PM,LAN-182-000066132,LAN-0182,TONA (GF),$2.00,$0.00,Perdedor,13-31:Pale:$2.00
